user_id,top_ordered_item,avg_cart_item_count,preferred_category,order_party_type,user_region,restaurant_cuisine_type,restaurant_item_popularity,cart_total_value,cart_item_count,cart_cuisine_type,meal_time_segment,day_of_week_type,occasion_type,seasonal_preference,user_item_affinity,item_cooccurrence_score,user_category_affinity,item_price_tier,dietary_type,label_addon_added
101,Sambar,2,South_Indian,solo,Gurgaon,South_Indian,0.122,314,1,South_Indian,dinner,weekday,birthday,winter,0.478,0,0.392,high,nonveg,0
1,Dal Makhani,4,North_Indian,group,Gurgaon,Desserts,0.056,418,2,North_Indian,lunch,weekend,festival,winter,0.09,1,0.301,medium,veg,0
113,Dal Makhani,3,North_Indian,group,Navi_Mumbai,Desserts,0.196,335,2,North_Indian,lunch,weekend,birthday,monsoon,0.142,4,0.588,medium,veg,0
117,Hakka Noodles,1,Chinese,solo,Navi_Mumbai,Desserts,0.24,401,2,Chinese,lunch,weekday,none,monsoon,0.309,0,0.458,low,veg,0
78,Gulab Jamun,1,Desserts,solo,South_Delhi,Chinese,0.391,477,3,Desserts,lunch,weekday,none,monsoon,0.259,4,0.559,high,veg,1
194,Fried Rice,1,Chinese,solo,Gurgaon,Fast_Food,0.24,536,3,Chinese,snacks,weekend,festival,monsoon,0.634,6,0.647,high,veg,1
109,Butter Chicken,1,North_Indian,solo,South_Delhi,Chinese,0.219,278,1,North_Indian,lunch,weekend,none,summer,0.333,2,0.49,low,egg,1
182,Fried Rice,3,Chinese,group,Gurgaon,Desserts,0.264,373,1,Chinese,dinner,weekday,none,summer,0.695,3,0.676,high,veg,0
75,Idli,2,South_Indian,solo,South_Delhi,North_Indian,0.486,478,2,South_Indian,lunch,weekend,none,winter,0.638,5,0.52,medium,veg,0
118,Ice Cream,3,Desserts,group,Noida,Beverages,0.7,386,2,Desserts,dinner,weekend,none,monsoon,0.18,0,0.453,medium,nonveg,0
36,Sandwich,1,Fast_Food,solo,West_Delhi,Fast_Food,0.455,391,2,Fast_Food,lunch,weekday,festival,summer,0.275,0,0.427,medium,veg,0
154,Paneer Tikka,4,North_Indian,group,South_Delhi,Fast_Food,0.568,319,1,North_Indian,snacks,weekday,none,monsoon,0.089,1,0.79,medium,dairy,0
34,Vada,4,South_Indian,group,Gurgaon,Beverages,0.28,305,1,South_Indian,lunch,weekday,birthday,winter,0.561,5,0.79,high,veg,1
123,Burger,1,Fast_Food,solo,Noida,Beverages,0.065,365,2,Fast_Food,snacks,weekday,festival,summer,0.23,1,0.745,low,nonveg,0
129,Dal Makhani,2,North_Indian,solo,West_Delhi,Beverages,0.568,396,2,North_Indian,lunch,weekend,none,monsoon,0.241,2,0.554,low,veg,0
180,Fries,1,Fast_Food,solo,West_Delhi,South_Indian,0.312,353,1,Fast_Food,lunch,weekday,none,summer,0.511,5,0.638,medium,egg,1
32,Spring Roll,1,Chinese,solo,South_Delhi,Chinese,0.688,425,2,Chinese,lunch,weekday,festival,monsoon,0.557,8,0.553,medium,dairy,1
115,Lassi,3,Beverages,group,Noida,Fast_Food,0.138,301,1,Beverages,lunch,weekend,none,summer,0.349,3,0.41,medium,veg,1
181,Burger,1,Fast_Food,solo,South_Delhi,North_Indian,0.421,305,2,Fast_Food,lunch,weekend,none,summer,0.337,5,0.543,low,veg,1
36,Pizza,1,Fast_Food,solo,West_Delhi,Desserts,0.437,437,3,Fast_Food,breakfast,weekday,none,monsoon,0.629,1,0.638,medium,dairy,0
54,Tea,2,Beverages,solo,Navi_Mumbai,Fast_Food,0.579,273,1,Beverages,snacks,weekend,birthday,winter,0.403,4,0.411,low,veg,1
101,Dosa,2,South_Indian,solo,Gurgaon,South_Indian,0.247,413,2,South_Indian,dinner,weekday,none,monsoon,0.302,5,0.799,high,veg,1
120,Vada,3,South_Indian,group,West_Delhi,Beverages,0.26,389,2,South_Indian,dinner,weekday,birthday,winter,0.418,2,0.765,medium,dairy,1
81,Brownie,2,Desserts,solo,West_Delhi,Desserts,0.142,474,2,Desserts,lunch,weekday,none,monsoon,0.515,2,0.531,low,nonveg,0
186,Ice Cream,3,Desserts,group,Navi_Mumbai,South_Indian,0.279,464,2,Desserts,lunch,weekday,festival,summer,0.461,2,0.275,low,nonveg,0
0,Tea,1,Beverages,solo,South_Delhi,North_Indian,0.1,460,2,Beverages,dinner,weekday,birthday,winter,0.259,3,0.338,medium,veg,0
187,Raita,2,North_Indian,solo,Navi_Mumbai,Fast_Food,0.125,325,2,North_Indian,snacks,weekend,none,monsoon,0.313,8,0.197,medium,nonveg,1
23,Cold Coffee,1,Beverages,solo,Noida,North_Indian,0.469,327,1,Beverages,snacks,weekday,none,summer,0.426,3,0.163,high,dairy,0
123,Fries,1,Fast_Food,solo,Noida,Beverages,0.514,328,1,Fast_Food,snacks,weekday,none,monsoon,0.135,8,0.625,low,veg,0
144,Biryani,1,North_Indian,solo,Noida,North_Indian,0.562,397,2,North_Indian,dinner,weekday,birthday,monsoon,0.27,0,0.772,medium,nonveg,1
18,Pizza,2,Fast_Food,solo,South_Delhi,Desserts,0.497,389,2,Fast_Food,dinner,weekday,none,summer,0.634,0,0.724,medium,nonveg,0
46,Paneer Tikka,1,North_Indian,solo,Gurgaon,South_Indian,0.391,217,1,North_Indian,dinner,weekday,anniversary,monsoon,0.244,0,0.559,medium,veg,0
188,Sandwich,2,Fast_Food,solo,South_Delhi,Fast_Food,0.077,358,1,Fast_Food,dinner,weekday,none,summer,0.049,1,0.407,low,veg,0
192,Spring Roll,3,Chinese,group,Gurgaon,South_Indian,0.135,584,4,Chinese,lunch,weekend,none,monsoon,0.332,1,0.342,medium,veg,0
114,Manchurian,2,Chinese,solo,Gurgaon,North_Indian,0.163,422,2,Chinese,lunch,weekday,birthday,winter,0.078,1,0.186,medium,nonveg,0
150,Pizza,3,Fast_Food,group,West_Delhi,South_Indian,0.361,446,3,Fast_Food,lunch,weekend,none,winter,0.191,0,0.214,medium,nonveg,0
75,Vada,2,South_Indian,solo,South_Delhi,Beverages,0.27,513,3,South_Indian,lunch,weekday,festival,summer,0.478,1,0.082,low,nonveg,0
43,Lassi,3,Beverages,group,Navi_Mumbai,Fast_Food,0.164,464,3,Beverages,lunch,weekday,none,winter,0.514,0,0.416,low,nonveg,0
177,Ice Cream,1,Desserts,solo,South_Delhi,Fast_Food,0.129,372,2,Desserts,lunch,weekday,none,monsoon,0.577,1,0.298,high,veg,0
77,Ice Cream,1,Desserts,solo,West_Delhi,Desserts,0.448,407,2,Desserts,snacks,weekend,none,summer,0.496,1,0.51,low,nonveg,0
81,Ice Cream,2,Desserts,solo,West_Delhi,North_Indian,0.525,389,1,Desserts,lunch,weekday,none,winter,0.465,2,0.849,medium,veg,0
183,Pizza,3,Fast_Food,group,West_Delhi,Fast_Food,0.062,454,3,Fast_Food,dinner,weekend,none,summer,0.574,1,0.563,low,veg,0
143,Manchurian,1,Chinese,solo,Noida,Desserts,0.221,345,1,Chinese,dinner,weekday,none,summer,0.1,0,0.516,low,egg,0
182,Spring Roll,3,Chinese,group,Gurgaon,South_Indian,0.319,544,3,Chinese,dinner,weekday,festival,winter,0.298,1,0.328,low,nonveg,0
29,Hakka Noodles,1,Chinese,solo,South_Delhi,Chinese,0.143,479,3,Chinese,snacks,weekend,none,monsoon,0.251,0,0.689,medium,veg,0
39,Brownie,2,Desserts,solo,West_Delhi,Desserts,0.1,476,3,Desserts,snacks,weekday,none,winter,0.17,0,0.443,high,nonveg,0
121,Raita,3,North_Indian,group,South_Delhi,South_Indian,0.196,311,1,North_Indian,dinner,weekday,none,summer,0.465,5,0.697,low,nonveg,1
55,Rasgulla,3,Desserts,group,Gurgaon,Fast_Food,0.154,276,1,Desserts,snacks,weekday,festival,monsoon,0.468,3,0.205,high,veg,0
120,Idli,3,South_Indian,group,West_Delhi,Fast_Food,0.303,342,1,South_Indian,lunch,weekday,anniversary,winter,0.412,4,0.358,high,nonveg,0
177,Ice Cream,1,Desserts,solo,South_Delhi,North_Indian,0.144,303,1,Desserts,dinner,weekday,none,summer,0.419,0,0.415,low,veg,0
107,Kheer,3,Desserts,group,West_Delhi,Chinese,0.605,395,2,Desserts,snacks,weekday,none,monsoon,0.649,4,0.557,high,veg,0
178,Paneer Tikka,3,North_Indian,group,Navi_Mumbai,Fast_Food,0.374,509,3,North_Indian,snacks,weekday,none,monsoon,0.279,1,0.572,low,veg,0
136,Gulab Jamun,2,Desserts,solo,South_Delhi,Desserts,0.278,372,1,Desserts,lunch,weekday,none,winter,0.413,2,0.352,high,nonveg,1
63,Coke,1,Beverages,solo,West_Delhi,Chinese,0.239,334,2,Beverages,lunch,weekday,none,summer,0.083,5,0.67,medium,veg,1
161,Milkshake,2,Beverages,solo,West_Delhi,North_Indian,0.316,410,1,Beverages,dinner,weekday,none,monsoon,0.127,0,0.74,high,nonveg,1
48,Paneer Tikka,2,North_Indian,solo,West_Delhi,South_Indian,0.314,454,3,North_Indian,lunch,weekday,none,monsoon,0.406,13,0.605,high,dairy,1
111,Chilli Paneer,1,Chinese,solo,South_Delhi,Desserts,0.602,349,1,Chinese,snacks,weekday,none,monsoon,0.212,7,0.68,low,nonveg,1
188,Pizza,2,Fast_Food,solo,South_Delhi,South_Indian,0.757,654,4,Fast_Food,lunch,weekday,festival,winter,0.46,6,0.217,medium,nonveg,1
26,Ice Cream,1,Desserts,solo,Gurgaon,Chinese,0.223,321,1,Desserts,dinner,weekday,none,winter,0.559,2,0.13,low,veg,1
37,Tea,1,Beverages,solo,Gurgaon,Chinese,0.567,338,2,Beverages,lunch,weekday,festival,winter,0.343,8,0.673,high,veg,1
17,Fried Rice,2,Chinese,solo,West_Delhi,Desserts,0.071,494,3,Chinese,lunch,weekday,none,monsoon,0.283,6,0.289,medium,dairy,1
36,Fries,1,Fast_Food,solo,West_Delhi,North_Indian,0.202,433,2,Fast_Food,dinner,weekday,none,winter,0.16,2,0.408,low,veg,0
74,Sambar,2,South_Indian,solo,West_Delhi,Fast_Food,0.065,234,1,South_Indian,lunch,weekday,none,monsoon,0.364,1,0.575,high,dairy,0
39,Brownie,2,Desserts,solo,West_Delhi,North_Indian,0.051,364,1,Desserts,dinner,weekday,none,winter,0.432,1,0.348,high,dairy,0
15,Chilli Paneer,1,Chinese,solo,Noida,Desserts,0.456,361,1,Chinese,lunch,weekend,festival,monsoon,0.188,2,0.463,medium,veg,0
118,Ice Cream,3,Desserts,group,Noida,Chinese,0.1,352,2,Desserts,breakfast,weekday,none,winter,0.632,4,0.437,medium,nonveg,1
76,Tea,3,Beverages,group,Gurgaon,South_Indian,0.135,374,1,Beverages,lunch,weekend,none,winter,0.024,0,0.724,medium,dairy,1
115,Cold Coffee,3,Beverages,group,Noida,Desserts,0.138,329,1,Beverages,dinner,weekday,anniversary,monsoon,0.115,1,0.458,medium,veg,0
93,Manchurian,2,Chinese,solo,West_Delhi,South_Indian,0.304,340,1,Chinese,dinner,weekday,none,winter,0.149,8,0.454,medium,nonveg,1
74,Idli,2,South_Indian,solo,West_Delhi,Beverages,0.367,452,3,South_Indian,lunch,weekend,none,summer,0.21,4,0.525,medium,nonveg,0
43,Tea,3,Beverages,group,Navi_Mumbai,South_Indian,0.428,352,1,Beverages,lunch,weekend,festival,summer,0.288,2,0.609,low,nonveg,1
192,Manchurian,3,Chinese,group,Gurgaon,North_Indian,0.08,419,2,Chinese,snacks,weekday,none,winter,0.665,1,0.293,medium,nonveg,0
133,Manchurian,1,Chinese,solo,Gurgaon,Beverages,0.381,565,4,Chinese,snacks,weekend,none,winter,0.292,0,0.728,low,nonveg,0
188,Sandwich,2,Fast_Food,solo,South_Delhi,Beverages,0.296,553,4,Fast_Food,breakfast,weekend,none,monsoon,0.375,0,0.44,low,veg,0
134,Idli,3,South_Indian,group,West_Delhi,South_Indian,0.272,366,2,South_Indian,snacks,weekend,none,summer,0.636,0,0.211,low,veg,0
144,Paneer Tikka,1,North_Indian,solo,Noida,Desserts,0.172,409,2,North_Indian,lunch,weekday,none,monsoon,0.191,3,0.222,medium,nonveg,0
150,Pizza,3,Fast_Food,group,West_Delhi,North_Indian,0.074,496,3,Fast_Food,lunch,weekday,none,winter,0.308,1,0.202,medium,veg,0
29,Hakka Noodles,1,Chinese,solo,South_Delhi,Desserts,0.551,347,1,Chinese,lunch,weekend,none,winter,0.323,4,0.641,medium,veg,1
85,Gulab Jamun,1,Desserts,solo,Gurgaon,Beverages,0.522,513,3,Desserts,dinner,weekday,none,summer,0.55,3,0.515,medium,dairy,0
100,Milkshake,1,Beverages,solo,Gurgaon,Beverages,0.279,530,3,Beverages,lunch,weekday,none,summer,0.212,1,0.277,medium,veg,0
145,Burger,1,Fast_Food,solo,Noida,South_Indian,0.24,425,2,Fast_Food,snacks,weekend,anniversary,winter,0.169,2,0.17,high,veg,0
71,Cold Coffee,1,Beverages,solo,Navi_Mumbai,Desserts,0.308,301,1,Beverages,snacks,weekday,none,monsoon,0.715,7,0.442,low,dairy,0
34,Sambar,4,South_Indian,group,Gurgaon,Beverages,0.47,459,2,South_Indian,lunch,weekend,anniversary,summer,0.251,1,0.462,low,nonveg,0
136,Brownie,2,Desserts,solo,South_Delhi,Beverages,0.307,475,3,Desserts,lunch,weekday,none,monsoon,0.584,0,0.433,high,dairy,0
113,Roti,3,North_Indian,group,Navi_Mumbai,Fast_Food,0.308,559,3,North_Indian,lunch,weekday,none,monsoon,0.432,10,0.232,low,nonveg,0
195,Manchurian,1,Chinese,solo,Gurgaon,Desserts,0.353,566,4,Chinese,dinner,weekday,none,summer,0.337,12,0.693,medium,dairy,0
190,Biryani,1,North_Indian,solo,South_Delhi,North_Indian,0.258,334,1,North_Indian,dinner,weekday,none,summer,0.324,6,0.257,high,nonveg,1
145,Pizza,1,Fast_Food,solo,Noida,Chinese,0.466,432,2,Fast_Food,dinner,weekday,none,monsoon,0.504,2,0.185,low,nonveg,0
96,Burger,2,Fast_Food,solo,Navi_Mumbai,South_Indian,0.287,464,3,Fast_Food,lunch,weekend,none,summer,0.291,0,0.342,low,nonveg,0
139,Hakka Noodles,4,Chinese,group,West_Delhi,South_Indian,0.424,517,3,Chinese,dinner,weekday,festival,summer,0.616,3,0.738,high,dairy,0
146,Pizza,2,Fast_Food,solo,Noida,North_Indian,0.227,469,3,Fast_Food,snacks,weekend,none,summer,0.153,0,0.56,low,veg,1
194,Chilli Paneer,1,Chinese,solo,Gurgaon,North_Indian,0.306,329,1,Chinese,snacks,weekend,none,winter,0.434,0,0.343,high,veg,0
80,Cold Coffee,3,Beverages,group,Navi_Mumbai,Fast_Food,0.165,500,3,Beverages,dinner,weekday,none,winter,0.57,0,0.46,low,nonveg,0
88,Fries,3,Fast_Food,group,West_Delhi,Chinese,0.165,603,4,Fast_Food,lunch,weekday,none,monsoon,0.051,0,0.59,high,nonveg,0
48,Roti,2,North_Indian,solo,West_Delhi,Desserts,0.268,535,3,North_Indian,lunch,weekday,none,monsoon,0.484,0,0.334,low,veg,0
159,Fried Rice,2,Chinese,solo,South_Delhi,Chinese,0.34,313,1,Chinese,lunch,weekday,anniversary,summer,0.355,2,0.739,low,veg,1
59,Hakka Noodles,1,Chinese,solo,West_Delhi,Desserts,0.29,380,2,Chinese,dinner,weekday,festival,winter,0.402,3,0.735,medium,nonveg,1
57,Upma,1,South_Indian,solo,Navi_Mumbai,Beverages,0.429,329,1,South_Indian,snacks,weekday,none,summer,0.206,2,0.791,medium,veg,0
32,Manchurian,1,Chinese,solo,South_Delhi,Desserts,0.307,303,1,Chinese,dinner,weekday,none,summer,0.116,12,0.661,medium,veg,1
175,Paneer Tikka,1,North_Indian,solo,South_Delhi,South_Indian,0.452,269,1,North_Indian,dinner,weekday,none,monsoon,0.649,0,0.456,low,nonveg,0
191,Cold Coffee,3,Beverages,group,Navi_Mumbai,South_Indian,0.286,589,4,Beverages,lunch,weekday,none,winter,0.625,6,0.428,low,dairy,0
12,Dosa,3,South_Indian,group,West_Delhi,South_Indian,0.182,376,2,South_Indian,lunch,weekday,none,winter,0.64,15,0.439,medium,egg,0
180,Garlic Bread,1,Fast_Food,solo,West_Delhi,Chinese,0.248,303,1,Fast_Food,breakfast,weekday,none,summer,0.115,6,0.464,medium,veg,1
66,Sambar,1,South_Indian,solo,Noida,Fast_Food,0.218,350,1,South_Indian,lunch,weekday,anniversary,monsoon,0.61,3,0.611,low,nonveg,0
185,Cold Coffee,2,Beverages,solo,Gurgaon,Beverages,0.668,615,4,Beverages,dinner,weekend,none,winter,0.388,0,0.392,low,veg,0
56,Cold Coffee,1,Beverages,solo,Navi_Mumbai,South_Indian,0.335,528,4,Beverages,dinner,weekend,none,winter,0.04,1,0.846,low,dairy,0
46,Paneer Tikka,1,North_Indian,solo,Gurgaon,South_Indian,0.478,445,2,North_Indian,snacks,weekend,none,winter,0.595,2,0.547,medium,nonveg,0
125,Coke,2,Beverages,solo,South_Delhi,Chinese,0.075,419,2,Beverages,lunch,weekend,none,winter,0.454,2,0.821,low,veg,1
78,Kheer,1,Desserts,solo,South_Delhi,Fast_Food,0.279,335,1,Desserts,lunch,weekday,none,monsoon,0.3,3,0.437,low,egg,0
157,Chilli Paneer,3,Chinese,group,South_Delhi,Beverages,0.256,380,1,Chinese,lunch,weekend,none,winter,0.704,1,0.812,high,veg,0
101,Dosa,2,South_Indian,solo,Gurgaon,Beverages,0.079,512,3,South_Indian,dinner,weekend,none,winter,0.672,8,0.298,low,veg,1
145,Pizza,1,Fast_Food,solo,Noida,North_Indian,0.053,418,2,Fast_Food,lunch,weekday,none,monsoon,0.503,2,0.26,medium,nonveg,0
42,Dosa,1,South_Indian,solo,Gurgaon,Desserts,0.395,397,2,South_Indian,snacks,weekday,none,monsoon,0.236,0,0.684,medium,dairy,1
118,Ice Cream,3,Desserts,group,Noida,Fast_Food,0.129,351,2,Desserts,lunch,weekday,none,summer,0.049,3,0.762,high,veg,0
129,Biryani,2,North_Indian,solo,West_Delhi,Fast_Food,0.203,370,1,North_Indian,lunch,weekday,none,summer,0.177,0,0.635,low,dairy,0
95,Rasgulla,2,Desserts,solo,West_Delhi,Desserts,0.074,302,1,Desserts,lunch,weekday,none,winter,0.173,0,0.572,low,dairy,0
130,Fried Rice,2,Chinese,solo,West_Delhi,Beverages,0.383,409,3,Chinese,breakfast,weekday,none,summer,0.53,3,0.798,low,nonveg,0
97,Gulab Jamun,2,Desserts,solo,Noida,Fast_Food,0.524,358,2,Desserts,lunch,weekend,none,winter,0.257,4,0.37,medium,veg,0
18,Burger,2,Fast_Food,solo,South_Delhi,Desserts,0.477,472,2,Fast_Food,lunch,weekday,none,winter,0.221,10,0.669,low,veg,0
81,Rasgulla,2,Desserts,solo,West_Delhi,North_Indian,0.579,462,2,Desserts,dinner,weekday,none,winter,0.467,0,0.489,low,veg,1
36,Pizza,1,Fast_Food,solo,West_Delhi,Beverages,0.045,391,1,Fast_Food,snacks,weekday,none,winter,0.601,0,0.67,medium,veg,0
12,Idli,3,South_Indian,group,West_Delhi,Chinese,0.129,576,4,South_Indian,lunch,weekday,none,summer,0.539,0,0.475,low,nonveg,0
53,Spring Roll,3,Chinese,group,West_Delhi,Fast_Food,0.498,445,3,Chinese,dinner,weekday,none,monsoon,0.266,2,0.365,medium,veg,0
78,Kheer,1,Desserts,solo,South_Delhi,Fast_Food,0.404,340,1,Desserts,snacks,weekday,none,summer,0.13,0,0.089,high,veg,0
182,Chilli Paneer,3,Chinese,group,Gurgaon,South_Indian,0.322,399,2,Chinese,dinner,weekday,none,winter,0.187,2,0.256,medium,veg,0
24,Brownie,2,Desserts,solo,South_Delhi,North_Indian,0.261,318,1,Desserts,lunch,weekday,none,winter,0.333,1,0.517,medium,nonveg,0
88,Burger,3,Fast_Food,group,West_Delhi,Chinese,0.116,342,1,Fast_Food,snacks,weekday,none,summer,0.186,2,0.512,low,veg,0
9,Ice Cream,2,Desserts,solo,Navi_Mumbai,Desserts,0.12,395,1,Desserts,snacks,weekday,none,winter,0.249,1,0.263,high,veg,0
109,Butter Chicken,1,North_Indian,solo,South_Delhi,South_Indian,0.506,584,4,North_Indian,breakfast,weekday,none,summer,0.384,1,0.782,high,nonveg,1
170,Chilli Paneer,2,Chinese,solo,Gurgaon,Desserts,0.263,346,2,Chinese,dinner,weekday,none,summer,0.194,0,0.756,low,dairy,1
79,Milkshake,1,Beverages,solo,Gurgaon,Fast_Food,0.278,343,1,Beverages,dinner,weekday,none,monsoon,0.59,1,0.466,medium,veg,1
142,Vada,2,South_Indian,solo,South_Delhi,Desserts,0.369,388,1,South_Indian,dinner,weekday,none,winter,0.169,0,0.401,medium,nonveg,0
136,Brownie,2,Desserts,solo,South_Delhi,North_Indian,0.164,312,1,Desserts,breakfast,weekend,anniversary,monsoon,0.226,2,0.606,medium,veg,0
178,Paneer Tikka,3,North_Indian,group,Navi_Mumbai,South_Indian,0.319,296,1,North_Indian,snacks,weekday,none,summer,0.475,4,0.154,low,veg,1
47,Upma,2,South_Indian,solo,Gurgaon,Desserts,0.266,387,2,South_Indian,dinner,weekend,none,winter,0.529,6,0.827,medium,veg,1
164,Kheer,1,Desserts,solo,Navi_Mumbai,Chinese,0.368,418,2,Desserts,dinner,weekday,none,monsoon,0.335,0,0.543,low,nonveg,0
5,Butter Chicken,1,North_Indian,solo,Navi_Mumbai,Beverages,0.359,446,3,North_Indian,dinner,weekend,none,winter,0.076,1,0.426,low,dairy,0
38,Cold Coffee,2,Beverages,solo,South_Delhi,Beverages,0.432,340,1,Beverages,dinner,weekday,none,winter,0.43,4,0.287,high,veg,1
21,Burger,1,Fast_Food,solo,Navi_Mumbai,Chinese,0.034,442,2,Fast_Food,snacks,weekday,none,summer,0.589,0,0.398,low,dairy,0
137,Butter Chicken,2,North_Indian,solo,Navi_Mumbai,Fast_Food,0.395,449,1,North_Indian,dinner,weekend,festival,winter,0.188,0,0.813,low,nonveg,0
1,Butter Chicken,4,North_Indian,group,Gurgaon,North_Indian,0.246,525,3,North_Indian,lunch,weekday,none,summer,0.376,2,0.534,high,veg,0
26,Kheer,1,Desserts,solo,Gurgaon,Chinese,0.097,296,1,Desserts,lunch,weekday,none,winter,0.311,0,0.817,high,nonveg,1
132,Manchurian,1,Chinese,solo,Noida,Fast_Food,0.457,363,2,Chinese,lunch,weekend,anniversary,monsoon,0.582,0,0.71,low,veg,0
36,Garlic Bread,1,Fast_Food,solo,West_Delhi,South_Indian,0.438,377,1,Fast_Food,dinner,weekday,none,monsoon,0.32,12,0.189,medium,veg,1
45,Raita,2,North_Indian,solo,West_Delhi,Beverages,0.26,316,2,North_Indian,dinner,weekday,none,summer,0.643,1,0.118,medium,veg,0
6,Sambar,1,South_Indian,solo,South_Delhi,Beverages,0.496,309,1,South_Indian,snacks,weekend,none,summer,0.188,2,0.719,high,veg,0
76,Milkshake,3,Beverages,group,Gurgaon,Desserts,0.577,417,2,Beverages,snacks,weekday,none,winter,0.216,7,0.792,high,veg,1
21,Pizza,1,Fast_Food,solo,Navi_Mumbai,North_Indian,0.202,435,3,Fast_Food,snacks,weekday,none,monsoon,0.044,0,0.614,low,nonveg,0
70,Cold Coffee,3,Beverages,group,South_Delhi,Chinese,0.463,504,4,Beverages,dinner,weekend,none,winter,0.494,2,0.316,low,nonveg,0
14,Sandwich,1,Fast_Food,solo,South_Delhi,Chinese,0.229,362,2,Fast_Food,snacks,weekday,birthday,winter,0.718,0,0.333,medium,nonveg,1
154,Butter Chicken,4,North_Indian,group,South_Delhi,Beverages,0.179,467,3,North_Indian,lunch,weekday,none,winter,0.359,3,0.205,low,egg,0
58,Upma,1,South_Indian,solo,Gurgaon,Beverages,0.355,392,1,South_Indian,dinner,weekend,none,winter,0.337,2,0.797,medium,veg,1
52,Hakka Noodles,3,Chinese,group,Gurgaon,South_Indian,0.256,328,1,Chinese,lunch,weekday,none,winter,0.036,17,0.878,high,nonveg,1
85,Rasgulla,1,Desserts,solo,Gurgaon,North_Indian,0.335,557,4,Desserts,snacks,weekend,none,winter,0.071,0,0.782,low,nonveg,0
122,Coke,1,Beverages,solo,Noida,Beverages,0.236,512,3,Beverages,lunch,weekday,none,summer,0.432,0,0.815,medium,nonveg,0
155,Kheer,1,Desserts,solo,Noida,North_Indian,0.352,437,3,Desserts,snacks,weekday,none,summer,0.491,0,0.88,low,egg,0
167,Cold Coffee,1,Beverages,solo,Navi_Mumbai,Chinese,0.189,559,4,Beverages,lunch,weekday,none,summer,0.493,1,0.479,medium,dairy,1
92,Biryani,3,North_Indian,group,Navi_Mumbai,Chinese,0.375,300,1,North_Indian,breakfast,weekday,none,summer,0.288,0,0.598,high,egg,0
38,Tea,2,Beverages,solo,South_Delhi,Chinese,0.274,440,2,Beverages,lunch,weekday,festival,monsoon,0.625,2,0.151,low,nonveg,0
98,Fried Rice,1,Chinese,solo,Navi_Mumbai,Chinese,0.307,432,2,Chinese,dinner,weekday,none,winter,0.461,0,0.393,medium,veg,0
175,Paneer Tikka,1,North_Indian,solo,South_Delhi,Desserts,0.252,398,2,North_Indian,dinner,weekend,none,summer,0.456,6,0.809,high,nonveg,0
147,Cold Coffee,2,Beverages,solo,Navi_Mumbai,Chinese,0.522,468,2,Beverages,dinner,weekday,festival,summer,0.716,1,0.646,medium,veg,1
190,Biryani,1,North_Indian,solo,South_Delhi,Fast_Food,0.274,415,2,North_Indian,dinner,weekend,none,summer,0.527,0,0.735,medium,egg,0
18,Burger,2,Fast_Food,solo,South_Delhi,Beverages,0.429,508,3,Fast_Food,lunch,weekday,none,summer,0.225,0,0.695,low,veg,1
157,Fried Rice,3,Chinese,group,South_Delhi,North_Indian,0.075,328,1,Chinese,dinner,weekend,none,winter,0.246,3,0.451,high,veg,0
45,Paneer Tikka,2,North_Indian,solo,West_Delhi,Desserts,0.16,302,1,North_Indian,breakfast,weekend,none,winter,0.061,0,0.517,medium,veg,0
121,Butter Chicken,3,North_Indian,group,South_Delhi,Chinese,0.224,570,4,North_Indian,dinner,weekday,none,winter,0.449,0,0.343,medium,veg,0
120,Dosa,3,South_Indian,group,West_Delhi,Chinese,0.194,399,3,South_Indian,lunch,weekend,none,monsoon,0.273,2,0.386,low,nonveg,0
180,Sandwich,1,Fast_Food,solo,West_Delhi,Desserts,0.666,391,2,Fast_Food,lunch,weekday,none,summer,0.284,2,0.376,high,veg,0
20,Raita,2,North_Indian,solo,Gurgaon,North_Indian,0.608,500,3,North_Indian,dinner,weekday,none,winter,0.152,0,0.439,low,veg,0
199,Sandwich,3,Fast_Food,group,South_Delhi,Fast_Food,0.437,286,1,Fast_Food,snacks,weekday,birthday,monsoon,0.186,0,0.505,medium,veg,0
129,Biryani,2,North_Indian,solo,West_Delhi,North_Indian,0.138,504,3,North_Indian,lunch,weekend,festival,winter,0.259,1,0.274,medium,nonveg,0
94,Tea,3,Beverages,group,Noida,Chinese,0.042,490,3,Beverages,dinner,weekday,none,monsoon,0.243,0,0.369,medium,nonveg,0
177,Gulab Jamun,1,Desserts,solo,South_Delhi,Beverages,0.558,422,2,Desserts,snacks,weekday,none,monsoon,0.709,0,0.69,medium,nonveg,0
107,Kheer,3,Desserts,group,West_Delhi,Fast_Food,0.23,632,4,Desserts,snacks,weekday,festival,winter,0.451,1,0.706,medium,veg,0
74,Dosa,2,South_Indian,solo,West_Delhi,North_Indian,0.07,525,4,South_Indian,breakfast,weekday,birthday,winter,0.13,0,0.453,low,dairy,0
125,Milkshake,2,Beverages,solo,South_Delhi,South_Indian,0.44,578,4,Beverages,dinner,weekday,none,monsoon,0.192,0,0.87,medium,veg,1
7,Butter Chicken,3,North_Indian,group,South_Delhi,South_Indian,0.151,271,1,North_Indian,snacks,weekend,none,monsoon,0.612,3,0.701,low,nonveg,0
159,Manchurian,2,Chinese,solo,South_Delhi,North_Indian,0.203,448,2,Chinese,dinner,weekday,none,summer,0.202,2,0.344,low,nonveg,0
